image_link,group_id,entity_name,entity_value,image_filename,image_path
https://m.media-amazon.com/images/I/91prZeizZnL.jpg,731432,item_weight,200 gram,91prZeizZnL.jpg,images/91prZeizZnL.jpg
https://m.media-amazon.com/images/I/31EvJszFVfL.jpg,731432,item_weight,200 gram,31EvJszFVfL.jpg,images/31EvJszFVfL.jpg
https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,4.0 gallon,61wzlucTREL.jpg,images/61wzlucTREL.jpg
https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram,61sQ+qAKr4L.jpg,images/61sQ+qAKr4L.jpg
https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,884560,item_weight,112 gram,81x77l2T5NL.jpg,images/81x77l2T5NL.jpg
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,item_weight,4.1 kilogram,71nywfWZUwL.jpg,images/71nywfWZUwL.jpg
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,voltage,48.0 volt,71nywfWZUwL.jpg,images/71nywfWZUwL.jpg
https://m.media-amazon.com/images/I/51WsuKKAVrL.jpg,866516,item_weight,158.0 gram,51WsuKKAVrL.jpg,images/51WsuKKAVrL.jpg
https://m.media-amazon.com/images/I/61XGDKap+JL.jpg,866516,item_weight,158.0 gram,61XGDKap+JL.jpg,images/61XGDKap+JL.jpg
https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,459516,item_weight,5000 milligram,715vVcWJxGL.jpg,images/715vVcWJxGL.jpg
https://m.media-amazon.com/images/I/613v+2W4UwL.jpg,524635,item_weight,18.55 gram,613v+2W4UwL.jpg,images/613v+2W4UwL.jpg
https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram,71+fn9TWQmL.jpg,images/71+fn9TWQmL.jpg
https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram,71aKgRRQ2wL.jpg,images/71aKgRRQ2wL.jpg
https://m.media-amazon.com/images/I/71rKXZJrh4L.jpg,524635,item_weight,18.55 gram,71rKXZJrh4L.jpg,images/71rKXZJrh4L.jpg
https://m.media-amazon.com/images/I/71D824lbRvL.jpg,524635,item_weight,18.55 gram,71D824lbRvL.jpg,images/71D824lbRvL.jpg
https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram,71004c9tzfL.jpg,images/71004c9tzfL.jpg
https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram,51bQPPtMqYL.jpg,images/51bQPPtMqYL.jpg
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt,61o2ntPNNgL.jpg,images/61o2ntPNNgL.jpg
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt,61o2ntPNNgL.jpg,images/61o2ntPNNgL.jpg
https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound,71IUuTJ8QwL.jpg,images/71IUuTJ8QwL.jpg
https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce,915JHkwtcrL.jpg,images/915JHkwtcrL.jpg
https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce,71cjrYndwIL.jpg,images/71cjrYndwIL.jpg
https://m.media-amazon.com/images/I/81hnk2WXO3L.jpg,639090,item_weight,35.0 gram,81hnk2WXO3L.jpg,images/81hnk2WXO3L.jpg
https://m.media-amazon.com/images/I/61HXgujoxpL.jpg,752266,wattage,150.0 watt,61HXgujoxpL.jpg,images/61HXgujoxpL.jpg
https://m.media-amazon.com/images/I/613G8GOyLSL.jpg,752266,wattage,150.0 watt,613G8GOyLSL.jpg,images/613G8GOyLSL.jpg
https://m.media-amazon.com/images/I/71YyZ2iPyZL.jpg,752266,wattage,30.0 watt,71YyZ2iPyZL.jpg,images/71YyZ2iPyZL.jpg
https://m.media-amazon.com/images/I/81K3JwUCnQL.jpg,752266,wattage,30.0 watt,81K3JwUCnQL.jpg,images/81K3JwUCnQL.jpg
https://m.media-amazon.com/images/I/41wvffSxB4L.jpg,299791,item_weight,15.5 gram,41wvffSxB4L.jpg,images/41wvffSxB4L.jpg
https://m.media-amazon.com/images/I/91cErO-KbLL.jpg,237000,item_weight,200.0 gram,91cErO-KbLL.jpg,images/91cErO-KbLL.jpg
https://m.media-amazon.com/images/I/817vo3DcCNL.jpg,179080,wattage,250.0 watt,817vo3DcCNL.jpg,images/817vo3DcCNL.jpg
https://m.media-amazon.com/images/I/61AHQ35poHL.jpg,884560,item_volume,10.0 ounce,61AHQ35poHL.jpg,images/61AHQ35poHL.jpg
https://m.media-amazon.com/images/I/61WFh8RCQYL.jpg,844474,item_weight,0.8 kilogram,61WFh8RCQYL.jpg,images/61WFh8RCQYL.jpg
https://m.media-amazon.com/images/I/711SATIDrmL.jpg,709627,item_weight,169.0 gram,711SATIDrmL.jpg,images/711SATIDrmL.jpg
https://m.media-amazon.com/images/I/61x6RSjwQIL.jpg,299791,item_weight,10.0 gram,61x6RSjwQIL.jpg,images/61x6RSjwQIL.jpg
https://m.media-amazon.com/images/I/613BeFNwHcL.jpg,523149,item_weight,7.0 gram,613BeFNwHcL.jpg,images/613BeFNwHcL.jpg
https://m.media-amazon.com/images/I/61hWZdkq6WL.jpg,630390,item_weight,750.0 gram,61hWZdkq6WL.jpg,images/61hWZdkq6WL.jpg
https://m.media-amazon.com/images/I/71E7CU55dcL.jpg,810266,item_weight,160.0 gram,71E7CU55dcL.jpg,images/71E7CU55dcL.jpg
https://m.media-amazon.com/images/I/61c+hSNnnZL.jpg,748919,item_weight,270.0 gram,61c+hSNnnZL.jpg,images/61c+hSNnnZL.jpg
https://m.media-amazon.com/images/I/915w0BdW-gL.jpg,993359,item_weight,500 gram,915w0BdW-gL.jpg,images/915w0BdW-gL.jpg
https://m.media-amazon.com/images/I/61sx0ezNNLL.jpg,731432,item_weight,1 kilogram,61sx0ezNNLL.jpg,images/61sx0ezNNLL.jpg
https://m.media-amazon.com/images/I/71ldprwbKrL.jpg,731432,item_weight,10 kilogram,71ldprwbKrL.jpg,images/71ldprwbKrL.jpg
https://m.media-amazon.com/images/I/71E9iF-bmKL.jpg,731432,item_weight,1 kilogram,71E9iF-bmKL.jpg,images/71E9iF-bmKL.jpg
https://m.media-amazon.com/images/I/71sWRp1SNwL.jpg,731432,item_weight,2.2 pound,71sWRp1SNwL.jpg,images/71sWRp1SNwL.jpg
https://m.media-amazon.com/images/I/61Fwq4GeTmL.jpg,752266,wattage,60.0 watt,61Fwq4GeTmL.jpg,images/61Fwq4GeTmL.jpg
https://m.media-amazon.com/images/I/61-oj+N+BxL.jpg,459516,item_volume,30.0 millilitre,61-oj+N+BxL.jpg,images/61-oj+N+BxL.jpg
https://m.media-amazon.com/images/I/71e6kJLE+LL.jpg,459516,item_volume,30.0 millilitre,71e6kJLE+LL.jpg,images/71e6kJLE+LL.jpg
https://m.media-amazon.com/images/I/71SuzaRS7gL.jpg,459516,item_volume,30.0 millilitre,71SuzaRS7gL.jpg,images/71SuzaRS7gL.jpg
https://m.media-amazon.com/images/I/71nsfFCXF0L.jpg,459516,item_volume,30.0 millilitre,71nsfFCXF0L.jpg,images/71nsfFCXF0L.jpg
https://m.media-amazon.com/images/I/71hgN7yu9OL.jpg,459516,item_volume,30.0 millilitre,71hgN7yu9OL.jpg,images/71hgN7yu9OL.jpg
https://m.media-amazon.com/images/I/61SmT8pkLtL.jpg,529606,item_weight,2 ounce,61SmT8pkLtL.jpg,images/61SmT8pkLtL.jpg
https://m.media-amazon.com/images/I/71ZtDgGX+iL.jpg,299791,item_weight,8.1 gram,71ZtDgGX+iL.jpg,images/71ZtDgGX+iL.jpg
https://m.media-amazon.com/images/I/413FQB0ZMLL.jpg,308856,item_weight,2 kilogram,413FQB0ZMLL.jpg,images/413FQB0ZMLL.jpg
https://m.media-amazon.com/images/I/41EjbFu-+yL.jpg,308856,item_weight,10 kilogram,41EjbFu-+yL.jpg,images/41EjbFu-+yL.jpg
https://m.media-amazon.com/images/I/71dWDwMhWmS.jpg,681445,item_weight,500.0 kilogram,71dWDwMhWmS.jpg,images/71dWDwMhWmS.jpg
https://m.media-amazon.com/images/I/61d6Kj80QSL.jpg,365637,item_weight,200.0 gram,61d6Kj80QSL.jpg,images/61d6Kj80QSL.jpg
https://m.media-amazon.com/images/I/71bvOuz9w1L.jpg,365637,item_weight,200.0 gram,71bvOuz9w1L.jpg,images/71bvOuz9w1L.jpg
https://m.media-amazon.com/images/I/71l0M0tMGjL.jpg,365637,item_weight,200.0 gram,71l0M0tMGjL.jpg,images/71l0M0tMGjL.jpg
https://m.media-amazon.com/images/I/71Lpqdrpi4L.jpg,365637,item_weight,200.0 gram,71Lpqdrpi4L.jpg,images/71Lpqdrpi4L.jpg
https://m.media-amazon.com/images/I/71jLIbCcwOL.jpg,365637,item_weight,100.0 gram,71jLIbCcwOL.jpg,images/71jLIbCcwOL.jpg
https://m.media-amazon.com/images/I/718EdwGgyVL.jpg,365637,item_weight,200.0 gram,718EdwGgyVL.jpg,images/718EdwGgyVL.jpg
https://m.media-amazon.com/images/I/713twQgCHSL.jpg,487566,item_weight,5.0 kilogram,713twQgCHSL.jpg,images/713twQgCHSL.jpg
https://m.media-amazon.com/images/I/61I0O1qJbhS.jpg,767202,item_weight,60.0 pound,61I0O1qJbhS.jpg,images/61I0O1qJbhS.jpg
https://m.media-amazon.com/images/I/61eOO5IW4NL.jpg,369753,item_volume,3.0 cubic foot,61eOO5IW4NL.jpg,images/61eOO5IW4NL.jpg
https://m.media-amazon.com/images/I/716AQpAJjZL.jpg,731432,item_weight,227 gram,716AQpAJjZL.jpg,images/716AQpAJjZL.jpg
https://m.media-amazon.com/images/I/71FVeRd2jqL.jpg,709627,item_weight,100 gram,71FVeRd2jqL.jpg,images/71FVeRd2jqL.jpg
https://m.media-amazon.com/images/I/81njuNSPdjL.jpg,639090,item_weight,190.0 gram,81njuNSPdjL.jpg,images/81njuNSPdjL.jpg
https://m.media-amazon.com/images/I/51xfRlxWIXL.jpg,639090,item_weight,100.0 gram,51xfRlxWIXL.jpg,images/51xfRlxWIXL.jpg
https://m.media-amazon.com/images/I/71duwM3SjpL.jpg,459516,item_weight,600 milligram,71duwM3SjpL.jpg,images/71duwM3SjpL.jpg
https://m.media-amazon.com/images/I/612xIhPMHqL.jpg,630869,item_weight,3.2 gram,612xIhPMHqL.jpg,images/612xIhPMHqL.jpg
https://m.media-amazon.com/images/I/51b9JEHOriL.jpg,630869,item_weight,6.5 gram,51b9JEHOriL.jpg,images/51b9JEHOriL.jpg
https://m.media-amazon.com/images/I/81lgxfKqUUL.jpg,881883,item_weight,160.0 gram,81lgxfKqUUL.jpg,images/81lgxfKqUUL.jpg
https://m.media-amazon.com/images/I/814sAvV89SL.jpg,558374,item_weight,42.0 gram,814sAvV89SL.jpg,images/814sAvV89SL.jpg
https://m.media-amazon.com/images/I/61cMeogK8gL.jpg,601746,item_weight,26.0 gram,61cMeogK8gL.jpg,images/61cMeogK8gL.jpg
https://m.media-amazon.com/images/I/811VfR10yxL.jpg,752266,wattage,0.55 watt,811VfR10yxL.jpg,images/811VfR10yxL.jpg
https://m.media-amazon.com/images/I/71WLYfmMqQL.jpg,254449,item_weight,50.0 milligram,71WLYfmMqQL.jpg,images/71WLYfmMqQL.jpg
https://m.media-amazon.com/images/I/61Dq3LRei9L.jpg,523149,item_weight,10.0 kilogram,61Dq3LRei9L.jpg,images/61Dq3LRei9L.jpg
https://m.media-amazon.com/images/I/71XK5d3Oh9L.jpg,416664,wattage,49.0 watt,71XK5d3Oh9L.jpg,images/71XK5d3Oh9L.jpg
https://m.media-amazon.com/images/I/61kyBEJYDeL.jpg,459516,item_weight,500 milligram,61kyBEJYDeL.jpg,images/61kyBEJYDeL.jpg
https://m.media-amazon.com/images/I/71uQmsTESvL.jpg,459516,item_weight,500 milligram,71uQmsTESvL.jpg,images/71uQmsTESvL.jpg
https://m.media-amazon.com/images/I/71jG8BOi4WL.jpg,241608,item_weight,16.0 gram,71jG8BOi4WL.jpg,images/71jG8BOi4WL.jpg
https://m.media-amazon.com/images/I/61390hosjFL.jpg,308856,item_weight,8 kilogram,61390hosjFL.jpg,images/61390hosjFL.jpg
https://m.media-amazon.com/images/I/71PDbPb275L.jpg,459516,item_volume,500.0 millilitre,71PDbPb275L.jpg,images/71PDbPb275L.jpg
https://m.media-amazon.com/images/I/71YiRw3e1lL.jpg,630869,item_weight,3.0 pound,71YiRw3e1lL.jpg,images/71YiRw3e1lL.jpg
https://m.media-amazon.com/images/I/719poaEkdEL.jpg,459516,item_weight,750.0 milligram,719poaEkdEL.jpg,images/719poaEkdEL.jpg
https://m.media-amazon.com/images/I/41njJJg-ANL.jpg,308671,item_weight,8.0 gram,41njJJg-ANL.jpg,images/41njJJg-ANL.jpg
https://m.media-amazon.com/images/I/71qEriwsbIL.jpg,299791,item_weight,23.0 gram,71qEriwsbIL.jpg,images/71qEriwsbIL.jpg
https://m.media-amazon.com/images/I/514M5CrBK4L.jpg,630869,item_weight,9.8 gram,514M5CrBK4L.jpg,images/514M5CrBK4L.jpg
https://m.media-amazon.com/images/I/61qOr-yqaVL.jpg,442321,item_weight,198.0 pound,61qOr-yqaVL.jpg,images/61qOr-yqaVL.jpg
https://m.media-amazon.com/images/I/61xxqfM2EwL.jpg,991868,item_weight,9.0 kilogram,61xxqfM2EwL.jpg,images/61xxqfM2EwL.jpg
https://m.media-amazon.com/images/I/81yG9eUKvxL.jpg,208023,item_weight,2.5 kilogram,81yG9eUKvxL.jpg,images/81yG9eUKvxL.jpg
https://m.media-amazon.com/images/I/61FMOl299lL.jpg,593600,item_weight,50.0 gram,61FMOl299lL.jpg,images/61FMOl299lL.jpg
https://m.media-amazon.com/images/I/41Kn+YOyPjL.jpg,459516,item_volume,10.0 millilitre,41Kn+YOyPjL.jpg,images/41Kn+YOyPjL.jpg
https://m.media-amazon.com/images/I/51q9OE6hfgL.jpg,459516,item_volume,200.0 millilitre,51q9OE6hfgL.jpg,images/51q9OE6hfgL.jpg
https://m.media-amazon.com/images/I/51T1Kh7WWGL.jpg,299791,item_weight,4.1 gram,51T1Kh7WWGL.jpg,images/51T1Kh7WWGL.jpg
https://m.media-amazon.com/images/I/71G8XyPqcIL.jpg,630869,item_weight,9.2 gram,71G8XyPqcIL.jpg,images/71G8XyPqcIL.jpg
https://m.media-amazon.com/images/I/61Hhju+qn9L.jpg,308856,item_weight,600.0 gram,61Hhju+qn9L.jpg,images/61Hhju+qn9L.jpg
https://m.media-amazon.com/images/I/51Alw-4+zJL.jpg,308856,item_weight,20.0 kilogram,51Alw-4+zJL.jpg,images/51Alw-4+zJL.jpg
https://m.media-amazon.com/images/I/81l6zfwKG7L.jpg,731432,item_weight,13.0 gram,81l6zfwKG7L.jpg,images/81l6zfwKG7L.jpg
https://m.media-amazon.com/images/I/71eATPu53YL.jpg,731432,item_weight,13.0 gram,71eATPu53YL.jpg,images/71eATPu53YL.jpg
https://m.media-amazon.com/images/I/81R8CrWXthL.jpg,731432,item_weight,1000.0 milligram,81R8CrWXthL.jpg,images/81R8CrWXthL.jpg
https://m.media-amazon.com/images/I/71qiWPgPcUS.jpg,908443,item_weight,264.0 gram,71qiWPgPcUS.jpg,images/71qiWPgPcUS.jpg
https://m.media-amazon.com/images/I/81nyHjPXg-L.jpg,308856,item_weight,34 kilogram,81nyHjPXg-L.jpg,images/81nyHjPXg-L.jpg
https://m.media-amazon.com/images/I/71EREAIkJZS.jpg,299791,item_weight,72.57 gram,71EREAIkJZS.jpg,images/71EREAIkJZS.jpg
https://m.media-amazon.com/images/I/61bpzE0p4yL.jpg,459516,item_weight,100 gram,61bpzE0p4yL.jpg,images/61bpzE0p4yL.jpg
https://m.media-amazon.com/images/I/71yqAwAikaL.jpg,731432,item_weight,180 gram,71yqAwAikaL.jpg,images/71yqAwAikaL.jpg
https://m.media-amazon.com/images/I/61431aMH6cL.jpg,731432,item_weight,180 gram,61431aMH6cL.jpg,images/61431aMH6cL.jpg
https://m.media-amazon.com/images/I/71lxjbXw9bL.jpg,731432,item_weight,180 gram,71lxjbXw9bL.jpg,images/71lxjbXw9bL.jpg
https://m.media-amazon.com/images/I/71cziTM6TfL.jpg,731432,item_weight,180 gram,71cziTM6TfL.jpg,images/71cziTM6TfL.jpg
https://m.media-amazon.com/images/I/71Btb49O2dL.jpg,731432,item_weight,180 gram,71Btb49O2dL.jpg,images/71Btb49O2dL.jpg
https://m.media-amazon.com/images/I/51QhV+Ox86L.jpg,630869,item_weight,33 gram,51QhV+Ox86L.jpg,images/51QhV+Ox86L.jpg
https://m.media-amazon.com/images/I/51ArM1PP7WL.jpg,523149,item_weight,8.0 gram,51ArM1PP7WL.jpg,images/51ArM1PP7WL.jpg
https://m.media-amazon.com/images/I/51F+K7Zx9fL.jpg,558374,item_weight,1.77 ounce,51F+K7Zx9fL.jpg,images/51F+K7Zx9fL.jpg
https://m.media-amazon.com/images/I/51u2vv6e8yL.jpg,881883,item_weight,350.0 gram,51u2vv6e8yL.jpg,images/51u2vv6e8yL.jpg
https://m.media-amazon.com/images/I/71PexaOBvoL.jpg,529606,item_weight,567.0 gram,71PexaOBvoL.jpg,images/71PexaOBvoL.jpg
https://m.media-amazon.com/images/I/81uHTyMDa7L.jpg,529606,item_weight,567.0 gram,81uHTyMDa7L.jpg,images/81uHTyMDa7L.jpg
https://m.media-amazon.com/images/I/81x+p0LzKbL.jpg,529606,item_weight,567.0 gram,81x+p0LzKbL.jpg,images/81x+p0LzKbL.jpg
https://m.media-amazon.com/images/I/71kCYzCu0UL.jpg,529606,item_weight,567.0 gram,71kCYzCu0UL.jpg,images/71kCYzCu0UL.jpg
https://m.media-amazon.com/images/I/81F2B83meFL.jpg,529606,item_weight,567.0 gram,81F2B83meFL.jpg,images/81F2B83meFL.jpg
https://m.media-amazon.com/images/I/71KFQ3qt4gL.jpg,529606,item_weight,567.0 gram,71KFQ3qt4gL.jpg,images/71KFQ3qt4gL.jpg
https://m.media-amazon.com/images/I/71Oo4M3ApxL.jpg,752266,wattage,60.0 watt,71Oo4M3ApxL.jpg,images/71Oo4M3ApxL.jpg
https://m.media-amazon.com/images/I/71Oo4M3ApxL.jpg,752266,voltage,"[100.0, 240.0] volt",71Oo4M3ApxL.jpg,images/71Oo4M3ApxL.jpg
https://m.media-amazon.com/images/I/61lE-I9cVuL.jpg,916768,item_volume,25.0 millilitre,61lE-I9cVuL.jpg,images/61lE-I9cVuL.jpg
https://m.media-amazon.com/images/I/71+FvzD14RL.jpg,893692,item_weight,2.4 kilogram,71+FvzD14RL.jpg,images/71+FvzD14RL.jpg
https://m.media-amazon.com/images/I/414maJ3RUML.jpg,120569,item_weight,25 kilogram,414maJ3RUML.jpg,images/414maJ3RUML.jpg
https://m.media-amazon.com/images/I/7158CO+v3kL.jpg,564709,item_weight,50.0 kilogram,7158CO+v3kL.jpg,images/7158CO+v3kL.jpg
https://m.media-amazon.com/images/I/71NoP+8HnqS.jpg,593600,item_weight,263.0 gram,71NoP+8HnqS.jpg,images/71NoP+8HnqS.jpg
https://m.media-amazon.com/images/I/51K0v0zo-wL.jpg,507988,item_weight,250.0 gram,51K0v0zo-wL.jpg,images/51K0v0zo-wL.jpg
https://m.media-amazon.com/images/I/51H6vfyBqML.jpg,507988,item_weight,250.0 gram,51H6vfyBqML.jpg,images/51H6vfyBqML.jpg
https://m.media-amazon.com/images/I/81gzy3-ZlML.jpg,459516,item_weight,200 gram,81gzy3-ZlML.jpg,images/81gzy3-ZlML.jpg
https://m.media-amazon.com/images/I/71mKPQGo8wL.jpg,599772,item_weight,1.8 kilogram,71mKPQGo8wL.jpg,images/71mKPQGo8wL.jpg
https://m.media-amazon.com/images/I/81puuiKhs5L.jpg,601746,item_weight,800.0 gram,81puuiKhs5L.jpg,images/81puuiKhs5L.jpg
https://m.media-amazon.com/images/I/61CLKFwJa4L.jpg,630869,item_weight,24.8 gram,61CLKFwJa4L.jpg,images/61CLKFwJa4L.jpg
https://m.media-amazon.com/images/I/615v9WaUIuL.jpg,483370,item_weight,4.0 kilogram,615v9WaUIuL.jpg,images/615v9WaUIuL.jpg
https://m.media-amazon.com/images/I/71P0BToikAL.jpg,459516,item_volume,"[8.0, 12.0] fluid ounce",71P0BToikAL.jpg,images/71P0BToikAL.jpg
https://m.media-amazon.com/images/I/61HisZt9hcL.jpg,208023,item_weight,3.59 kilogram,61HisZt9hcL.jpg,images/61HisZt9hcL.jpg
https://m.media-amazon.com/images/I/81JGAcnf39L.jpg,983323,voltage,12.0 volt,81JGAcnf39L.jpg,images/81JGAcnf39L.jpg
https://m.media-amazon.com/images/I/31o8WywVeTL.jpg,299791,item_weight,7 gram,31o8WywVeTL.jpg,images/31o8WywVeTL.jpg
https://m.media-amazon.com/images/I/61Ik5NY4ExL.jpg,299791,item_weight,9.8 gram,61Ik5NY4ExL.jpg,images/61Ik5NY4ExL.jpg
https://m.media-amazon.com/images/I/71pKB7-3itL.jpg,459516,item_volume,16.0 fluid ounce,71pKB7-3itL.jpg,images/71pKB7-3itL.jpg
https://m.media-amazon.com/images/I/71PGzqxh-EL.jpg,523149,item_weight,3.8 gram,71PGzqxh-EL.jpg,images/71PGzqxh-EL.jpg
https://m.media-amazon.com/images/I/71uqF3qqsuL.jpg,844474,item_weight,0.45 kilogram,71uqF3qqsuL.jpg,images/71uqF3qqsuL.jpg
https://m.media-amazon.com/images/I/61vdMgkasML.jpg,179080,item_weight,70.5 pound,61vdMgkasML.jpg,images/61vdMgkasML.jpg
https://m.media-amazon.com/images/I/81xeFGugw6L.jpg,271537,voltage,12.0 volt,81xeFGugw6L.jpg,images/81xeFGugw6L.jpg
https://m.media-amazon.com/images/I/71Ye12U8zRL.jpg,271537,voltage,12.0 volt,71Ye12U8zRL.jpg,images/71Ye12U8zRL.jpg
https://m.media-amazon.com/images/I/61UjKZyijBL.jpg,271537,voltage,12.0 volt,61UjKZyijBL.jpg,images/61UjKZyijBL.jpg
https://m.media-amazon.com/images/I/61v1IQDiIbL.jpg,271537,voltage,12.0 volt,61v1IQDiIbL.jpg,images/61v1IQDiIbL.jpg
https://m.media-amazon.com/images/I/71WffHaS-QL.jpg,589105,item_weight,1.87 pound,71WffHaS-QL.jpg,images/71WffHaS-QL.jpg
https://m.media-amazon.com/images/I/61mLRVKOr3L.jpg,748919,item_weight,125.0 gram,61mLRVKOr3L.jpg,images/61mLRVKOr3L.jpg
https://m.media-amazon.com/images/I/619W5ruX5xL.jpg,523149,item_weight,21.0 gram,619W5ruX5xL.jpg,images/619W5ruX5xL.jpg
https://m.media-amazon.com/images/I/51YZWIRgY0L.jpg,630869,item_weight,30.0 gram,51YZWIRgY0L.jpg,images/51YZWIRgY0L.jpg
https://m.media-amazon.com/images/I/81Qf73SxLaL.jpg,752266,voltage,"[85.0, 265.0] volt",81Qf73SxLaL.jpg,images/81Qf73SxLaL.jpg
https://m.media-amazon.com/images/I/81cEIIPti-L.jpg,459516,item_volume,4.0 fluid ounce,81cEIIPti-L.jpg,images/81cEIIPti-L.jpg
https://m.media-amazon.com/images/I/71ciI6RbOqL.jpg,459516,item_volume,4.0 fluid ounce,71ciI6RbOqL.jpg,images/71ciI6RbOqL.jpg
https://m.media-amazon.com/images/I/816L-kPJGyL.jpg,459516,item_volume,4.0 fluid ounce,816L-kPJGyL.jpg,images/816L-kPJGyL.jpg
https://m.media-amazon.com/images/I/7185b+0uzML.jpg,459516,item_volume,0.7 millilitre,7185b+0uzML.jpg,images/7185b+0uzML.jpg
https://m.media-amazon.com/images/I/7185b+0uzML.jpg,459516,item_weight,679.0 milligram,7185b+0uzML.jpg,images/7185b+0uzML.jpg
https://m.media-amazon.com/images/I/71In1fvGSwL.jpg,459516,item_volume,4.0 fluid ounce,71In1fvGSwL.jpg,images/71In1fvGSwL.jpg
https://m.media-amazon.com/images/I/8146TN-qDgL.jpg,881883,item_weight,500.0 gram,8146TN-qDgL.jpg,images/8146TN-qDgL.jpg
https://m.media-amazon.com/images/I/71bA7Tj2y5L.jpg,120569,item_weight,15.0 kilogram,71bA7Tj2y5L.jpg,images/71bA7Tj2y5L.jpg
https://m.media-amazon.com/images/I/51ZpARXmu+L.jpg,641642,wattage,8.0 watt,51ZpARXmu+L.jpg,images/51ZpARXmu+L.jpg
https://m.media-amazon.com/images/I/81ZyvlRczjL.jpg,311997,item_weight,175.0 kilogram,81ZyvlRczjL.jpg,images/81ZyvlRczjL.jpg
https://m.media-amazon.com/images/I/81zuZujBfyL.jpg,311997,item_weight,175.0 kilogram,81zuZujBfyL.jpg,images/81zuZujBfyL.jpg
